trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
capex,capital_actions,custom,QnA,1,0.2523977788995457,"bir: Okay, fair enough. And the second question is, any idea or colours on the company's capex plans for FY25 and FY26? Nitin Kansal: So, as we speak at this point of time, in FY25",MAXESTATES,2024-08-17,2024-08-12,https://nsearchives.nseindia.com/corporate/MAXESTATES_17082024152656_20240816Transcript.pdf
operating leverage,positive_guidance,custom,remarks,6,0.5602764030254925,"y, we used to operate at around 5% which is now running at almost 6%. So when do you see operating leverage kicking in? And ultimately, where does cost to asset settling in over th",FIVESTAR,2026-07-31,2026-07-31,https://nsearchives.nseindia.com/corporate/FIVESTAR_31072026143056_Transcript_of_Earnings_Call_Q1FY27.pdf
one-off,negative_caution,custom,remarks,1,0.09337940050424877,"tructure which has happened or there is ESOP component to it and that would be more of a one-off because you are now indicating in terms of the operating leverage, not much to come",FIVESTAR,2026-07-31,2026-07-31,https://nsearchives.nseindia.com/corporate/FIVESTAR_31072026143056_Transcript_of_Earnings_Call_Q1FY27.pdf
muted,negative_caution,custom,remarks,1,0.09337940050424877,"that liquidity was sitting on the balance sheet. And typically, Q1 tends to be a little muted from a additional borrowing perspective. Banks are also waiting for the results to be ",FIVESTAR,2026-07-31,2026-07-31,https://nsearchives.nseindia.com/corporate/FIVESTAR_31072026143056_Transcript_of_Earnings_Call_Q1FY27.pdf
too early to say,hedging_evasion,custom,remarks,1,0.09337940050424877,"aybe providing more incentives, how has the attrition behaved? Srikanth Gopalakrishnan: Too early to say, Kunal. As of now, it's largely flat to what it was. But our belief is, I t",FIVESTAR,2026-07-31,2026-07-31,https://nsearchives.nseindia.com/corporate/FIVESTAR_31072026143056_Transcript_of_Earnings_Call_Q1FY27.pdf
come back to you,hedging_evasion,custom,remarks,1,0.09337940050424877,"inue to keep taking write-offs. What it will be in the steady state, Rajiv will probably come back to you after 2 to 3 quarters because we also want to see how the good collections",FIVESTAR,2026-07-31,2026-07-31,https://nsearchives.nseindia.com/corporate/FIVESTAR_31072026143056_Transcript_of_Earnings_Call_Q1FY27.pdf
difficult to predict,hedging_evasion,custom,remarks,1,1.550387596899225,"re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. As a reminder, all participant lines will be in the listen-only mode ",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
operating leverage,positive_guidance,custom,QnA,3,0.25010421008753647,"capabilities continue to mature, we believe AI will increasingly become a source of both operating leverage and competitive differentiation. Our AI-led decisioning capabilities are",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
headwinds,negative_caution,custom,QnA,1,0.08336807002917883,ed over the past 2 quarters as a percentage of gross revenue. So can you -- is there any headwinds that we are facing in the distribution business? One is that. And second is with ,ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
slowdown,negative_caution,custom,QnA,1,0.08336807002917883,"ngratulations on a good set of numbers. Firstly, on the credit side, what has caused the slowdown? It's been kind of dipping over the past couple of quarters. What's kind of happen",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
one-off,negative_caution,custom,QnA,1,0.08336807002917883,"the broader markets and maybe compare it globally also, I think access to exotic deals, one-off transactions, have been a key driver of acquiring new clients in certain segments. S",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
muted,negative_caution,custom,QnA,2,0.16673614005835766,"istribution income moderated sequentially owing to seasonally softer insurance sales and muted credit disbursement. While distribution currently contributes about 3% of revenues, w",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
hard to predict,hedging_evasion,custom,QnA,1,0.08336807002917883,"realization of the cash from the assisted exhibition? Ambarish Kenghe: Look, it's very hard to predict, especially on the mix side. So I wouldn't bake in any further increase from ",ANGELONE,2026-07-21,2026-07-16,https://nsearchives.nseindia.com/corporate/ANGEL8896_21072026170255_21072026Intimationforearningscalltranscript.pdf
one-off,negative_caution,custom,remarks,1,0.4191114836546521,"at the most formidable levels. You've seen a steep drop from 6.3 to 5.9. There are some one-offs here in terms of and we did mention the rights issue. But otherwise, we do see ours",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
order book,positive_guidance,custom,QnA,1,0.12325896708985579,"ng price was strong. But now with likely increase in input costs or maybe some impact on order book as well, so how do you see portfolio behaviour of this particular segment over t",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
operating leverage,positive_guidance,custom,QnA,2,0.24651793417971157,"wth has been widening to some extent. And for any organization our side, we believe that operating leverage should kick in and our revenue growth should ideally outpace our OPEX gr",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
headwinds,negative_caution,custom,QnA,8,0.9860717367188463,"ary or some kind of a stress. So we just thought it's best to factor in these two, three headwinds in creating the INR 217 crores overlay. I must also mention Mahindra & Mahindra F",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
slowdown,negative_caution,custom,QnA,1,0.12325896708985579,"mentioned like maybe this is against some portfolio, which maybe it might, if there is a slowdown or something, we might see a risk to that portfolio. And given that it's again cre",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
one-off,negative_caution,custom,QnA,2,0.24651793417971157,"tively. I think last quarter, when we hit the 7.5% number, you mentioned that there were one-offs and we should take the 9-month number of 7.1% as a more steady-state number. Do yo",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
muted,negative_caution,custom,QnA,1,0.12325896708985579,"rom, it's from 10% to 12.4% to 12.5%. And, of course, the rights issue would have maybe muted that a bit. I would just remind you that while the group chases an 18% ROE, we did say",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
capex,capital_actions,custom,QnA,1,0.12325896708985579,"we should account for this in the years to come? Raul Rebello: Yes, yes. Some of it is capex, some of it is OPEX. Shreya Shivani: Right that’s useful. Thank you and all the best.",M&MFIN,2026-04-30,2026-04-30,https://nsearchives.nseindia.com/corporate/M_MFIN_30042026150805_SELtrEarningsTranscriptsigned.pdf
de-growth,negative_caution,custom,remarks,2,1.0116337885685383,"Rs. 451 crores, a year-on-year growth of 3% and billings were Rs. 429 crores, a nominal de-growth of 1% year-on-year. For the first nine months of FY’24, revenue was Rs. 1,353 cror",NAUKRI,2024-02-19,,https://nsearchives.nseindia.com/corporate/NAUKRI_19022024170245_IEILConcallTranscriptFeb2024.pdf
operating leverage,positive_guidance,custom,QnA,3,0.38961038961038963,"that much less. It's just that we've kept our costs under control. And we are now seeing operating leverage play out. In Jeevansathi business, we've cut marketing spend substantial",NAUKRI,2024-02-19,,https://nsearchives.nseindia.com/corporate/NAUKRI_19022024170245_IEILConcallTranscriptFeb2024.pdf
slowdown,negative_caution,custom,QnA,2,0.2597402597402597,"slow in Q3 as well. What we've been seeing for the last three quarters now is a serious slowdown in IT hiring. And also in our consultant business, because a lot of the consultants",NAUKRI,2024-02-19,,https://nsearchives.nseindia.com/corporate/NAUKRI_19022024170245_IEILConcallTranscriptFeb2024.pdf
soft demand,negative_caution,custom,QnA,1,0.12987012987012986,"kind of discounts? Hitesh Oberoi : You see, it's very hard to take price hikes. It's a soft demand environment, it's hard to take price hikes. And it's hard to get volume growth as",NAUKRI,2024-02-19,,https://nsearchives.nseindia.com/corporate/NAUKRI_19022024170245_IEILConcallTranscriptFeb2024.pdf
too early to say,hedging_evasion,custom,QnA,1,0.12987012987012986,"r as Indian startups are concerned in any sector or any segment? Sanjeev Bikhchandani : Too early to say, but what has emerged is that, while there was a lot of glamor, say, four, ",NAUKRI,2024-02-19,,https://nsearchives.nseindia.com/corporate/NAUKRI_19022024170245_IEILConcallTranscriptFeb2024.pdf
order book,positive_guidance,custom,remarks,1,0.29524653085326247,"aunch, it will give us a sustainable growth in quarters to come. We have a very strong order book in formulations with not only Europe market and US, also from rest of the world ma",SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
capacity expansion,positive_guidance,custom,remarks,2,0.5904930617065249,"gy segment. In non-oncology, mainly on Tranexamic Acid, where we had earlier invested on capacity expansion. In the current quarter, the capacity expansion was completed, and comme",SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
operating leverage,positive_guidance,custom,remarks,1,0.29524653085326247,ne months were at about 26%. We believe that going forward with further improvement in operating leverage and better asset utilization of newer initiatives that we have taken and a,SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
muted,negative_caution,custom,remarks,1,0.29524653085326247,"ormance in our Formulations and Biologics business, and that was partially offset by the muted performance in our API business. Given the improved business mix, the gross margin fo",SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
capex,capital_actions,custom,remarks,1,0.29524653085326247,of balance sheet items. Our net debt was INR532 crores as at 31st December 2024. And our capex for the nine months period ending December '24 was INR173 crores. And this was mainly,SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
qip,capital_actions,custom,remarks,1,0.29524653085326247,"hare that on back of repayment of a substantial part of our NCD and other loans post our QIP issue, the interest burden has started coming down with the interest cost declining 55%",SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
slowdown,negative_caution,custom,QnA,1,0.16556291390728478,t this is because of the CDMO project lumpiness nature? Or are we seeing some kind of a slowdown in the Adalimumab segment? Keshav Bhutada: I think we are not seeing any lumpiness ,SHILPAMED,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf
